number,title,user,state,date_created,date_closed,numcomments,ispull
117,"Conditional Importing of Entries",ewengillies,closed,2018-08-14T09:37:35Z,2018-08-14T11:16:32Z,10,False
116,"ROOT file format per uproot",pibion,closed,2018-08-11T04:39:36Z,2018-08-11T11:50:47Z,2,False
115,"Issue 110",jpivarski,closed,2018-08-07T20:25:03Z,2018-08-07T20:32:18Z,0,True
114,"Issue 107",jpivarski,closed,2018-08-07T19:35:54Z,2018-08-07T19:42:54Z,0,True
113,"uproot pypi package includes \"tests\" folder",kreczko,closed,2018-08-03T12:40:42Z,2018-08-07T12:53:46Z,4,False
112,"Add parameter `namedecode` to give users names as `str`, not `bytes`.",jpivarski,closed,2018-08-03T10:02:52Z,2018-08-03T10:04:22Z,0,True
111,"Strings encoded as bytes",GilesStrong,closed,2018-08-03T07:22:08Z,2018-08-03T10:01:57Z,1,False
110,"PEP 519: Path protocol support",henryiii,closed,2018-07-31T09:09:44Z,2018-09-10T23:02:32Z,15,False
109,"Better support for zero-entry trees",ponyisi,closed,2018-07-28T05:43:43Z,2018-07-28T10:27:25Z,2,False
108,"memmap error for some (large) root files",shane-breeze,closed,2018-07-27T15:20:25Z,2018-09-14T15:36:54Z,11,False
107,"Support for THnSparse",raymondEhlers,closed,2018-07-19T03:23:57Z,2018-08-07T19:37:05Z,12,False
106,"fixes #104: handle empty directory",jpivarski,closed,2018-07-18T11:52:43Z,2018-07-18T12:28:03Z,0,True
105,"Issue 102",jpivarski,closed,2018-07-18T10:14:03Z,2018-07-18T10:35:27Z,0,True
104,"Unable to open empty ROOT file with nested directories",reikdas,closed,2018-07-17T15:44:59Z,2018-07-18T11:53:39Z,5,False
103,"Jagged indexing",mverzett,closed,2018-07-16T13:07:07Z,2018-09-10T22:56:37Z,7,False
102,"tree.pandas.df() with branches==None AttributeError",balarsen,closed,2018-07-15T16:31:01Z,2018-07-18T10:16:31Z,10,False
101,"fixes issue #100: simplify construction of DataFrames",jpivarski,closed,2018-07-13T02:26:20Z,2018-07-13T02:40:01Z,1,True
100,"Surprisingly slow loading of very simple trees compared to `root_pandas`",daritter,closed,2018-07-12T13:19:33Z,2018-07-13T02:47:29Z,4,False
99,"optimized jagged operations",aminnj,closed,2018-07-10T19:15:05Z,2018-09-10T22:56:12Z,17,False
98,"Should fix #96",reikdas,closed,2018-07-09T20:11:54Z,2018-07-09T20:41:43Z,4,True
97,"Error with jagged arrays and pandas output",rob-tay,closed,2018-07-04T12:43:36Z,2018-07-04T14:24:46Z,3,False
96,"Support for TLorentzVector not in std::vector?",imruffin,closed,2018-07-04T11:56:09Z,2018-07-04T12:57:48Z,4,False
95,"Issue pandas flatten",jpivarski,closed,2018-07-02T16:23:27Z,2018-07-02T16:44:00Z,0,True
94,"Issue 92",jpivarski,closed,2018-06-22T09:14:55Z,2018-06-22T17:02:05Z,7,True
93,"Issue 92",demarley,closed,2018-06-22T07:32:51Z,2018-06-22T08:32:32Z,2,True
92,"Two Dimensional Histograms",demarley,closed,2018-06-21T16:35:55Z,2018-06-22T17:10:31Z,5,False
91,"Issue 90 unspec compress",jpivarski,closed,2018-06-12T20:06:33Z,2018-06-12T20:07:47Z,0,True
90,"Unspecified Branch-level Compression",AlexSchuy,closed,2018-06-12T18:42:25Z,2018-06-12T20:04:47Z,4,False
89,"Feature daskframe",jpivarski,closed,2018-06-07T19:46:22Z,2018-06-07T19:46:46Z,0,True
88,"Problem with jagged arrays when creating a pandas dataframe from tree.",marinang,closed,2018-06-01T12:31:56Z,2018-06-03T13:20:59Z,6,False
87,"TTree.array does not respect entrystop parameter when reading incomplete file",bersbersbers,closed,2018-05-30T12:17:19Z,2018-05-30T22:18:13Z,6,False
86,"Can't set upper entry limit for pandas data frame",daniel-saunders,closed,2018-05-29T16:31:35Z,2018-05-29T16:55:26Z,3,False
85,"fixed broken XRootD, MemoryCache accounting for remote file access",jpivarski,closed,2018-05-23T16:00:53Z,2018-05-23T16:15:32Z,0,True
84,"Generalised asobj for all classes",reikdas,closed,2018-05-18T13:28:52Z,2018-05-18T13:46:13Z,0,True
83,"Some branches with streamer TStreamerObject cannot be read yet",reikdas,closed,2018-05-18T11:55:41Z,2018-05-18T12:43:37Z,3,True
82,"leaflist dtype interpretation wasn't Python 2 safe; fixed now",jpivarski,closed,2018-05-18T02:40:47Z,2018-05-18T02:53:03Z,2,True
81,"Added path to CompressedSource",reikdas,closed,2018-05-17T19:20:18Z,2018-05-17T19:47:25Z,1,True
80,"Fixed basket error",reikdas,closed,2018-05-14T20:43:47Z,2018-05-14T21:39:49Z,1,True
79,"Problem reading branches with more than one basket on Windows",kandrosov,closed,2018-05-07T16:12:42Z,2018-05-14T21:39:49Z,19,False
78,"Histograms in Trees",reikdas,closed,2018-05-06T12:31:39Z,2018-05-06T17:50:52Z,2,True
77,"Able to read TStrings",reikdas,closed,2018-05-03T09:38:51Z,2018-05-03T13:21:24Z,3,True
76,"Vectors of TString in a nested TTree",kreczko,closed,2018-05-02T12:01:32Z,2018-05-04T14:05:36Z,4,False
75,"Object not in std::vector",reikdas,closed,2018-04-28T19:22:20Z,2018-05-01T21:51:55Z,6,True
74,"TVector2 & TVector3 in a nested TTree",kreczko,closed,2018-04-23T13:13:33Z,2018-05-01T21:51:56Z,9,False
73,"Error running tests",ktf,closed,2018-04-20T11:51:08Z,2018-04-20T12:51:18Z,6,False
72,"trouble with bokeh instructions in README",pibion,closed,2018-04-16T21:53:45Z,2018-04-17T13:12:25Z,3,False
71,"XRootD: I/O operation on closed file",chrisburr,closed,2018-04-15T18:00:04Z,2018-04-16T15:39:56Z,2,False
70,"Error reading root file",imandr,closed,2018-03-30T16:31:46Z,2018-03-30T17:09:28Z,2,False
69,"Fixing encoding",guiguem,closed,2018-03-29T02:58:37Z,2018-03-29T05:16:00Z,2,True
68,"Encoding problem when installing",guiguem,closed,2018-03-29T01:40:10Z,2018-03-29T05:17:41Z,1,False
67,"How do I use the object returned by countleaf ?",imandr,closed,2018-03-27T15:55:22Z,2018-03-30T17:18:52Z,1,False
66,"'TH1D' object has no attribute 'classname'",altavir,closed,2018-03-27T11:59:16Z,2018-03-27T12:16:46Z,2,False
65,"Does not work on windows",altavir,closed,2018-03-27T08:10:37Z,2018-03-27T12:11:02Z,25,False
64,"Open TDirectoryFile",l-althueser,closed,2018-03-24T15:08:50Z,2018-03-24T16:48:15Z,8,False
63,"std::string branches cannot be interpreted",douglasdavis,closed,2018-03-19T19:09:41Z,2018-03-19T19:36:53Z,2,False
62,"Temp fixed a problem preventing JaggedArray from being pickled",asymmetry,closed,2018-03-08T23:38:43Z,2018-03-09T01:28:25Z,5,True
61,"Iteration over files and Pandas dataframe",rdisipio,closed,2018-03-08T19:23:31Z,2018-03-08T20:49:07Z,2,False
60,"UserWarning: attempted to read missing baskets from incompletely written file, but encountered ValueError: recovered 2 baskets, expected 1",wiso,closed,2018-03-08T11:18:15Z,2018-03-08T19:24:55Z,3,False
59,"Use hashlib.md5 to do hash for diskcache",asymmetry,closed,2018-03-07T08:15:34Z,2018-03-07T17:27:50Z,1,True
58,"uproot + pyroot conflict?",davidlange6,closed,2018-03-05T11:36:49Z,2018-03-05T13:51:44Z,2,False
57,"Request support for tree branch with vector<TLorentzVector> objects",chrisjcc,closed,2018-03-01T16:28:01Z,2018-03-01T23:28:24Z,8,False
56,"ValueError: attempting to read TAttLine object version 2 with a class generated by streamer version 1",fyuuhi,closed,2018-03-01T12:40:11Z,2018-03-03T15:56:11Z,9,False
55,"Handle first TIOFeature bit: baskets without navigation buffers",jpivarski,closed,2018-02-21T20:49:05Z,2018-02-21T21:32:23Z,0,False
54,"Handle tag == 1 case in _readobjany (reference to parent)",jpivarski,closed,2018-02-21T20:04:35Z,2018-02-21T20:07:29Z,0,False
53,"Add support for list and tuple subclasses in array functions.",riga,closed,2018-02-15T10:58:26Z,2018-02-15T12:09:06Z,3,True
52,"Fix typo in README",chrisburr,closed,2018-02-14T14:41:24Z,2018-02-14T14:48:33Z,0,True
51,"Add Zenodo DOI",matthewfeickert,closed,2018-02-14T13:45:38Z,2018-02-14T14:39:06Z,4,False
50,"Support opening files on the web",graipher,closed,2018-02-13T16:13:54Z,2018-02-21T20:24:42Z,2,False
49,"directly open a TTree",wiso,closed,2018-02-01T14:40:48Z,2018-02-02T14:05:11Z,3,False
48,"Eliminate out-of-date examples from reference documentation",jpivarski,closed,2018-01-30T17:32:27Z,2018-02-07T21:55:33Z,1,False
47,"uproot.iterate should raise an error if a filename is missing",jpivarski,closed,2018-01-30T17:31:49Z,2018-02-07T21:58:48Z,1,False
46,"ROOT-6.12.04 support: issue with new ROOT::TIOFeatures field in TTree",sbinet,closed,2018-01-29T15:12:41Z,2018-02-07T22:49:18Z,6,False
45,"vector<bool> not supported",lgiommi,closed,2018-01-23T14:56:35Z,2018-01-24T18:48:03Z,4,False
44,"Problem with iterate function",lgiommi,closed,2018-01-20T16:41:55Z,2018-01-20T23:45:42Z,6,False
43,"Fail to construct JaggedArray",vkuznet,closed,2018-01-12T19:07:54Z,2018-01-12T20:43:36Z,6,False
42,"Error while reading vector",ram1123,closed,2018-01-03T04:19:16Z,2018-01-03T11:49:51Z,1,False
41,"Speed improvements and numba jit failures",vkuznet,closed,2017-12-21T13:55:59Z,2017-12-21T16:24:43Z,2,False
40,"Cache bug while reading array of data",vkuznet,closed,2017-12-21T13:44:15Z,2017-12-21T16:39:15Z,1,False
39,"Support for nested vectors",dguest,closed,2017-12-21T12:57:47Z,2018-03-03T16:25:54Z,9,False
38,"Unable to read ntuple with std::vector after doing 'hadd'",jiafulow,closed,2017-12-19T02:08:20Z,2017-12-19T13:29:08Z,13,False
37,"Getting branch type and shape without reading data",imandr,closed,2017-12-15T17:29:07Z,2017-12-15T17:51:36Z,1,False
36,"Unable to open GEN-SIM-DIGI-RAW via xrootd interface",vkuznet,closed,2017-12-11T13:03:54Z,2017-12-11T21:29:08Z,1,False
35,"Unable to open GEN-SIM-DIGI-RAW file",vkuznet,closed,2017-12-11T13:02:23Z,2017-12-11T14:18:59Z,3,False
34,"NameError: global name 'data' is not defined",kpedro88,closed,2017-12-08T21:12:00Z,2017-12-11T22:51:50Z,1,False
33,"Handle TH1 w/ labeled bins",kpedro88,closed,2017-12-08T20:27:37Z,2017-12-11T23:38:28Z,6,False
32,"Interpret std::vector<std::string>",kpedro88,closed,2017-12-08T20:24:56Z,2018-02-07T22:01:59Z,2,False
31,"Unable to read char* fields in objects",wdconinc,closed,2017-12-05T23:16:08Z,2017-12-06T12:56:01Z,3,False
30,"uproot.open crashing with hadded file as input, TypeError: ord() expected string of length 1, but int found",douglasdavis,closed,2017-12-05T21:05:34Z,2017-12-05T21:43:13Z,4,False
29,"Histograms and functional chains.",jpivarski,closed,2017-12-05T20:57:29Z,2017-12-05T20:57:47Z,0,True
28,"Underscores in branch/leaf names are not accepted",wdconinc,closed,2017-12-05T19:49:02Z,2017-12-05T22:35:35Z,3,False
27,"Jagged array elements without fLeafCount",imandr,closed,2017-12-01T19:11:49Z,2017-12-01T19:14:49Z,3,False
26,"Uninterpreted fields in the CMS dark matter search dataset",imandr,closed,2017-12-01T18:39:37Z,2018-02-08T16:54:32Z,2,False
25,"Cache should apply to whole array",jpivarski,closed,2017-11-29T18:57:07Z,2017-11-29T18:57:32Z,0,True
24,"Some branches cause numpy broadcast errors",imandr,closed,2017-11-29T16:20:38Z,2017-11-29T16:59:54Z,8,False
23,"finished DataFrame connector",jpivarski,closed,2017-11-28T23:30:30Z,2017-11-28T23:33:09Z,0,True
22,"TBasket partial write recovery",jpivarski,closed,2017-11-28T22:02:04Z,2017-11-28T22:10:27Z,0,True
21,"cannot open tree with 0 baskets",wiso,closed,2017-11-28T07:58:25Z,2017-11-28T12:36:25Z,21,False
20,"Stl vector of numbers",jpivarski,closed,2017-11-27T18:40:11Z,2017-11-27T18:41:48Z,0,True
19,"Python3 can't convert branches with multiple leafs, Python2 seems to work",kdbartlett,closed,2017-11-20T19:08:07Z,2017-11-20T20:08:42Z,2,False
18,"didn't remove the entry id dependence of the cache, but did add some tests",jpivarski,closed,2017-11-13T16:08:49Z,2017-11-13T16:09:51Z,0,True
17,"uproot 2.0.0",jpivarski,closed,2017-11-10T22:41:01Z,2017-11-10T22:51:59Z,0,True
16,"Error while readin AOD file",vkuznet,closed,2017-11-04T00:12:48Z,2017-11-04T10:42:20Z,4,False
15,"Unable to find/read data",vkuznet,closed,2017-11-03T21:01:06Z,2017-11-03T22:16:15Z,5,False
14,"Incorrect number of entries returned by uproot",chrisburr,closed,2017-10-19T20:15:29Z,2017-11-03T15:51:25Z,8,False
13,"Add default argument for pandas.df",wiso,closed,2017-10-19T09:12:19Z,2017-11-03T15:52:59Z,1,True
12,"Cache classes",jpivarski,closed,2017-10-18T16:12:09Z,2017-10-18T16:13:50Z,0,True
11,"Uproot now has hooks to Arrowed, a project that doesn't exist.",jpivarski,closed,2017-10-06T13:06:40Z,2017-10-06T13:09:06Z,0,True
10,"Correct license comment in all files",eduardo-rodrigues,closed,2017-10-03T08:59:45Z,2017-10-06T13:18:39Z,1,False
9,"Low level baskets interface",jpivarski,closed,2017-09-21T19:21:53Z,2017-09-21T19:22:01Z,0,True
8,"tests/HZZ*.root typo in Photon_E branch descriptor",sbinet,closed,2017-09-21T08:19:17Z,2017-10-06T12:50:40Z,1,False
7,"fix string reading and add dummy TList so that we can look at CMS RECO files",jpivarski,closed,2017-09-20T17:50:45Z,2017-09-20T17:57:26Z,0,True
6,"enter/exit for uproot.open",jpivarski,closed,2017-09-20T17:03:42Z,2017-09-20T17:59:15Z,0,True
5,"index out of bound",vkuznet,closed,2017-09-19T17:00:30Z,2017-09-20T17:56:02Z,4,False
4,"uproot.open should implement support for with statement",vkuznet,closed,2017-09-19T16:55:09Z,2017-09-20T17:19:10Z,1,False
3,"added help strings to everything",jpivarski,closed,2017-09-15T22:31:43Z,2017-09-15T22:31:50Z,0,True
2,"Add iterator interface",jpivarski,closed,2017-09-15T20:31:17Z,2017-09-15T20:31:25Z,0,True
1,"Create LICENSE",jpivarski,closed,2017-09-13T21:45:22Z,2017-09-13T21:45:29Z,0,True
